"TAZ","access_nearby_sov","access_transit","access_walk","N_NH_K12_All_sov_AM","N_NH_K12_All_sov_MD","N_NH_K12_All_sov_PM","N_NH_K12_All_sov_NT","N_NH_K12_All_hov2_AM","N_NH_K12_All_hov2_MD","N_NH_K12_All_hov2_PM","N_NH_K12_All_hov2_NT","N_NH_K12_All_hov3_AM","N_NH_K12_All_hov3_MD","N_NH_K12_All_hov3_PM","N_NH_K12_All_hov3_NT","N_NH_K12_All_walkbike_AM","N_NH_K12_All_walkbike_MD","N_NH_K12_All_walkbike_PM","N_NH_K12_All_walkbike_NT","N_NH_OME_All_sov_AM","N_NH_OME_All_sov_MD","N_NH_OME_All_sov_PM","N_NH_OME_All_sov_NT","N_NH_OME_All_hov2_AM","N_NH_OME_All_hov2_MD","N_NH_OME_All_hov2_PM","N_NH_OME_All_hov2_NT","N_NH_OME_All_hov3_AM","N_NH_OME_All_hov3_MD","N_NH_OME_All_hov3_PM","N_NH_OME_All_hov3_NT","N_NH_OME_All_walkbike_AM","N_NH_OME_All_walkbike_MD","N_NH_OME_All_walkbike_PM","N_NH_OME_All_walkbike_NT","N_NH_OME_All_t_AM","N_NH_OME_All_t_MD","N_NH_OME_All_t_PM","N_NH_OME_All_t_NT","N_NH_O_All_sov_AM","N_NH_O_All_sov_MD","N_NH_O_All_sov_PM","N_NH_O_All_sov_NT","N_NH_O_All_hov2_AM","N_NH_O_All_hov2_MD","N_NH_O_All_hov2_PM","N_NH_O_All_hov2_NT","N_NH_O_All_hov3_AM","N_NH_O_All_hov3_MD","N_NH_O_All_hov3_PM","N_NH_O_All_hov3_NT","N_NH_O_All_auto_pay_AM","N_NH_O_All_auto_pay_MD","N_NH_O_All_auto_pay_PM","N_NH_O_All_auto_pay_NT","N_NH_O_All_walkbike_AM","N_NH_O_All_walkbike_MD","N_NH_O_All_walkbike_PM","N_NH_O_All_walkbike_NT","N_NH_O_All_t_AM","N_NH_O_All_t_MD","N_NH_O_All_t_PM","N_NH_O_All_t_NT","W_NH_EK12_All_sov_AM","W_NH_EK12_All_sov_MD","W_NH_EK12_All_sov_PM","W_NH_EK12_All_sov_NT","W_NH_EK12_All_hov2_AM","W_NH_EK12_All_hov2_MD","W_NH_EK12_All_hov2_PM","W_NH_EK12_All_hov2_NT","W_NH_EK12_All_hov3_AM","W_NH_EK12_All_hov3_MD","W_NH_EK12_All_hov3_PM","W_NH_EK12_All_hov3_NT","W_NH_EK12_All_walkbike_AM","W_NH_EK12_All_walkbike_MD","W_NH_EK12_All_walkbike_PM","W_NH_EK12_All_walkbike_NT","W_NH_O_All_sov_AM","W_NH_O_All_sov_MD","W_NH_O_All_sov_PM","W_NH_O_All_sov_NT","W_NH_O_All_hov2_AM","W_NH_O_All_hov2_MD","W_NH_O_All_hov2_PM","W_NH_O_All_hov2_NT","W_NH_O_All_hov3_AM","W_NH_O_All_hov3_MD","W_NH_O_All_hov3_PM","W_NH_O_All_hov3_NT","W_NH_O_All_walkbike_AM","W_NH_O_All_walkbike_MD","W_NH_O_All_walkbike_PM","W_NH_O_All_walkbike_NT","W_NH_O_All_t_AM","W_NH_O_All_t_MD","W_NH_O_All_t_PM","W_NH_O_All_t_NT","W_NH_WR_All_sov_AM","W_NH_WR_All_sov_MD","W_NH_WR_All_sov_PM","W_NH_WR_All_sov_NT","W_NH_WR_All_hov2_AM","W_NH_WR_All_hov2_MD","W_NH_WR_All_hov2_PM","W_NH_WR_All_hov2_NT","W_NH_WR_All_hov3_AM","W_NH_WR_All_hov3_MD","W_NH_WR_All_hov3_PM","W_NH_WR_All_hov3_NT","W_NH_WR_All_auto_pay_AM","W_NH_WR_All_auto_pay_MD","W_NH_WR_All_auto_pay_PM","W_NH_WR_All_auto_pay_NT","W_NH_WR_All_walkbike_AM","W_NH_WR_All_walkbike_MD","W_NH_WR_All_walkbike_PM","W_NH_WR_All_walkbike_NT"
11,6.21566,0.00,0.00,0.0247932,0.0597273,0.0517596,0.0621909,0.0470165,0.110261,0.0968132,0.113413,0.0907368,0.205912,0.183205,0.207178,0.00,0.00,0.00,0.00,0.988513,3.84767,2.41634,2.74226,1.4474,4.51668,3.09551,3.58335,0.55123,1.89333,1.29781,1.53761,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.846408,2.1461,1.78188,2.13773,0.872829,2.00445,1.62958,1.62339,0.423985,1.0083,0.87688,1.01752,0.000870372,0.00229718,0.00192824,0.00266343,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.114498,0.0886163,0.159605,0.182332,0.0967934,0.0901194,0.182192,0.235802,0.0541078,0.0499264,0.101264,0.130882,0.00,0.00,0.00,0.00,3.02706,2.79311,5.66537,7.32213,0.66441,0.581163,1.1369,1.42241,0.296359,0.260678,0.512976,0.645235,0.800922,0.68547,1.30449,1.5986,0.00,0.00,0.00,0.00,0.319609,0.255825,0.472741,0.555988,0.0682312,0.0629574,0.127703,0.165043,0.0896612,0.0695061,0.125042,0.142879,0.00574519,0.00528962,0.0107403,0.0138806,0.0788559,0.061128,0.109393,0.124071
12,6.24785,0.00,0.00,0.0679752,0.161778,0.140616,0.171502,0.12932,0.299206,0.263315,0.312921,0.247264,0.55443,0.493638,0.567575,0.00,0.00,0.00,0.00,2.47684,9.93787,6.59393,7.79251,3.55503,10.8618,8.1355,9.90508,1.44359,4.96491,3.56541,4.34882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29532,5.72308,4.83996,5.92108,2.1565,4.70111,4.11435,4.28827,1.16718,2.74839,2.39136,2.81761,0.00316887,0.00826403,0.00698137,0.00963137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.236374,0.183863,0.343568,0.402241,0.223836,0.201738,0.414022,0.534106,0.131255,0.117226,0.241468,0.311124,0.00,0.00,0.00,0.00,7.34328,6.55826,13.5095,17.4061,1.49614,1.28895,2.58395,3.25388,0.684057,0.591614,1.19193,1.50717,1.62361,1.37185,2.66835,3.29149,0.00,0.00,0.00,0.00,0.680436,0.545159,1.0424,1.2502,0.165526,0.147827,0.304524,0.392345,0.181888,0.142238,0.26624,0.312719,0.0141884,0.0126352,0.0260623,0.0335764,0.162918,0.126905,0.235326,0.273525
13,6.05031,0.00,0.00,0.0672004,0.154658,0.135504,0.159955,0.137165,0.30566,0.271459,0.311405,0.273394,0.591064,0.530611,0.58923,0.00,0.00,0.00,0.00,2.43269,8.41701,5.61815,6.36063,3.66728,10.6528,7.66732,8.84762,1.41591,4.46734,3.21178,3.77718,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.2438,5.37976,4.56086,5.38729,2.58739,5.60859,4.73435,4.7738,1.21243,2.72608,2.40466,2.73373,0.00211901,0.00555219,0.00468942,0.00650404,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.284996,0.20894,0.367405,0.40443,0.169306,0.153773,0.315037,0.409148,0.10518,0.0952508,0.195382,0.2537,0.00,0.00,0.00,0.00,5.87851,5.32409,10.9209,14.1801,1.35226,1.13489,2.21251,2.73822,0.626459,0.531057,1.04472,1.30459,1.51639,1.19062,2.2006,2.57797,0.00,0.00,0.00,0.00,0.763144,0.578455,1.04616,1.19166,0.132381,0.119907,0.245953,0.319346,0.217551,0.160356,0.28279,0.31286,0.0111946,0.010114,0.0207719,0.0269648,0.169884,0.126879,0.226138,0.253171
14,7.01371,0.00,0.00,0.355339,0.854887,0.738436,0.914695,0.571713,1.34703,1.16729,1.40791,1.09483,2.50965,2.19285,2.56716,0.00,0.00,0.00,0.00,35.7264,298.191,158.284,181.002,27.5989,157.169,91.454,106.67,13.3692,95.4215,52.7181,61.1683,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.6104,44.1754,32.6805,39.7422,12.2813,34.5184,25.8911,27.5863,6.23863,17.9556,14.0708,16.8265,0.0247551,0.0652508,0.0551928,0.0762865,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.87944,1.48876,2.89555,3.44266,1.88814,1.67188,3.50732,4.4802,1.19818,1.05949,2.22428,2.84048,0.00,0.00,0.00,0.00,67.0714,59.302,124.508,158.994,12.8107,11.0001,22.6292,28.4032,5.98596,5.17784,10.6849,13.4693,11.487,9.51949,19.0714,23.3865,0.00,0.00,0.00,0.00,5.5817,4.53701,8.99972,10.9062,1.51266,1.33732,2.80799,3.58559,1.45002,1.15447,2.24704,2.6783,0.133238,0.117451,0.24701,0.315369,1.19278,0.958315,1.88247,2.25967
15,6.83415,0.00,0.00,0.0245167,0.061317,0.0516101,0.0648124,0.0448111,0.109902,0.0928717,0.114008,0.0852699,0.203722,0.173337,0.206784,0.00,0.00,0.00,0.00,0.989297,4.27499,2.71963,3.25429,1.34124,4.3123,3.09995,3.83118,0.546673,1.99058,1.37642,1.70403,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.866153,2.27783,1.85936,2.33433,0.793396,1.87009,1.53306,1.66171,0.433157,1.08509,0.905957,1.10567,0.00119629,0.0032983,0.00269846,0.00381548,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0543743,0.0462734,0.0910945,0.11272,0.0646666,0.0590858,0.121605,0.156911,0.0410798,0.0375017,0.0772171,0.0996222,0.00,0.00,0.00,0.00,2.29922,2.09872,4.32179,5.5754,0.4193,0.376503,0.766762,0.980067,0.198521,0.179149,0.365024,0.468002,0.353823,0.310599,0.623065,0.785326,0.00,0.00,0.00,0.00,0.168203,0.145776,0.290669,0.363888,0.0518472,0.0473207,0.0974553,0.125715,0.0422775,0.036084,0.0710407,0.0880265,0.004497,0.00409016,0.00844083,0.010885,0.035421,0.0303927,0.0601816,0.0748055
16,6.56598,0.00,0.00,3.28503,2.30431,1.95221,1.38191,6.23892,4.36324,3.70036,2.60259,10.2167,7.21787,6.12996,4.33609,0.00,0.00,0.00,0.00,3.12939,8.82021,6.96708,8.52728,4.8578,12.8491,10.5339,13.1697,1.92391,5.26328,4.26067,5.35122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44545,8.61982,7.28258,8.98739,3.36087,7.41027,6.48838,6.91008,13.2916,11.7185,9.96863,8.42647,0.00548519,0.0146784,0.0122705,0.017163,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.8807,2.88738,11.8972,6.6573,8.1428,1.06794,4.21918,2.5317,3.18375,0.447428,1.70092,1.07005,0.00,0.00,0.00,0.00,13.5481,6.20527,14.6072,16.0757,1.23788,1.09001,2.11726,2.64962,0.563589,0.501593,0.980374,1.23652,1.35071,1.12412,2.09525,2.51442,0.00,0.00,0.00,0.00,3.76398,0.874759,2.46982,1.93111,0.127098,0.119496,0.242039,0.314976,0.181577,0.141075,0.250318,0.283761,0.0109949,0.0102911,0.0208871,0.0271716,0.145952,0.114707,0.205593,0.235301
17,7.33542,0.00,0.00,0.09782,0.233248,0.198714,0.240798,0.192578,0.449588,0.384499,0.454895,0.382905,0.871139,0.749831,0.861812,0.00,0.00,0.00,0.00,14.423,132.29,68.3779,77.7478,10.5221,71.5068,39.148,44.8742,5.75941,47.0403,24.9794,28.6633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13235,15.0559,10.4185,12.3735,4.51439,13.7622,9.73039,10.3269,2.10132,6.49978,4.84313,5.65817,0.00574069,0.0155674,0.0128126,0.0181643,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.866486,0.710197,1.38862,1.67894,0.944774,0.848342,1.76529,2.26131,0.597572,0.535765,1.11577,1.42884,0.00,0.00,0.00,0.00,33.4373,29.9756,62.4334,79.945,6.2923,5.50786,11.275,14.2347,2.96726,2.61396,5.36127,6.79805,5.48541,4.67881,9.38336,11.6407,0.00,0.00,0.00,0.00,2.61801,2.1935,4.3624,5.35704,0.75382,0.675708,1.40753,1.80218,0.683844,0.560312,1.09272,1.31979,0.066496,0.0594041,0.124042,0.158769,0.556738,0.461172,0.908772,1.10587
18,7.18797,0.00,0.00,0.202966,0.47603,0.411434,0.500764,0.404211,0.928543,0.806942,0.959416,0.799147,1.78572,1.56335,1.80457,0.00,0.00,0.00,0.00,8.47492,32.3308,21.1209,24.5484,11.6647,34.8808,25.1692,29.9917,4.76891,15.8245,11.2142,13.5299,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.38779,18.1676,15.1937,18.4905,8.21997,18.2666,15.1621,15.9254,3.97786,9.2667,7.98011,9.42282,0.0186302,0.0497357,0.0413921,0.0586547,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.991678,0.720075,1.25746,1.36763,0.547026,0.494631,1.01926,1.32601,0.34098,0.307467,0.634399,0.825228,0.00,0.00,0.00,0.00,19.0726,17.197,35.4862,46.1565,4.57689,3.78972,7.3596,9.04457,2.07565,1.743,3.41666,4.24813,5.15327,3.99659,7.35362,8.5346,0.00,0.00,0.00,0.00,2.63305,1.97449,3.55106,4.00326,0.42983,0.387536,0.79976,1.04015,0.774385,0.563873,0.983288,1.0705,0.0385472,0.0346272,0.0716015,0.0931181,0.585616,0.433203,0.768611,0.852204
19,7.34082,0.367908,0.00,0.34694,0.399891,0.331792,0.34908,0.676135,0.747319,0.621784,0.636468,1.11804,1.24776,1.04089,1.06198,0.00,0.00,0.00,0.00,18.318,187.059,95.5959,109.952,11.8379,96.2031,51.8566,61.3211,7.12682,65.3943,34.2224,39.9073,0.00,0.00,0.00,0.00,0.199774,0.418458,0.443856,0.413969,3.94303,17.9929,11.6792,14.8515,2.35488,10.9863,6.94628,8.23456,2.78264,7.62908,5.30959,6.41845,2.48999,6.91121,5.70137,8.05646,0.00,0.00,0.00,0.00,0.422819,0.716167,0.779173,0.776724,14.7458,3.44916,9.74006,7.62883,6.28455,2.47025,6.13335,6.42187,2.96826,1.44509,3.38463,3.78671,0.00,0.00,0.00,0.00,82.1459,71.6078,148.958,190.223,15.8348,13.8458,27.7383,34.6706,7.27069,6.43794,12.9679,16.3769,15.5293,12.9216,24.9199,29.9876,0.627172,0.474819,0.77869,1.09532,9.22689,6.38091,12.5568,14.3396,1.76093,1.60415,3.31453,4.26464,1.94418,1.56872,2.93984,3.41791,0.156878,0.142315,0.294892,0.379418,1.66304,1.3321,2.50081,2.91461
20,5.26122,0.00,0.00,0.0197534,0.0470127,0.0413411,0.0479179,0.0353749,0.0823625,0.0729498,0.0825801,0.0680806,0.154254,0.137922,0.151244,0.00,0.00,0.00,0.00,0.786875,4.31367,2.56698,2.86002,1.02455,3.9083,2.64084,3.01176,0.401779,1.84884,1.18135,1.35127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.612342,1.6072,1.33462,1.54814,0.597821,1.39336,1.17757,1.17586,0.296412,0.725454,0.624712,0.700578,0.000330421,0.000866954,0.000730506,0.000996441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.141036,0.107504,0.205717,0.233981,0.140898,0.12615,0.262155,0.329232,0.0792419,0.0699173,0.146382,0.182743,0.00,0.00,0.00,0.00,4.43373,3.91157,8.18984,10.224,0.912017,0.777104,1.58558,1.94046,0.410147,0.350663,0.719633,0.882447,1.05939,0.896063,1.7729,2.154,0.00,0.00,0.00,0.00,0.407062,0.320204,0.626079,0.729153,0.0999498,0.0881695,0.184613,0.230462,0.107492,0.0826092,0.158574,0.181193,0.00825742,0.00726862,0.0152286,0.0190148,0.105383,0.0799199,0.148976,0.166215
21,5.04352,0.00,0.00,0.732591,0.530186,0.461198,0.353565,1.2473,0.910786,0.793917,0.609423,2.01885,1.51799,1.32834,1.03129,0.00,0.00,0.00,0.00,1.69799,5.9538,4.07222,4.67248,2.57198,7.21896,5.45343,6.39398,0.946417,2.9401,2.15437,2.55441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69373,3.92208,3.37414,3.95997,1.77941,3.69105,3.23792,3.2913,2.74241,2.99752,2.62827,2.4906,0.000953069,0.00242943,0.00203477,0.00285073,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.2036,2.13546,8.72945,4.92407,6.31484,0.884063,3.30057,2.14301,2.49759,0.388232,1.37336,0.954028,0.00,0.00,0.00,0.00,15.4136,8.54659,19.2307,22.6947,1.99222,1.59802,3.22099,4.02707,0.905904,0.730971,1.48295,1.86559,2.24398,1.76649,3.4379,4.18121,0.00,0.00,0.00,0.00,3.31764,0.955565,2.44093,2.16517,0.212679,0.178309,0.370945,0.478151,0.256904,0.184456,0.346239,0.397545,0.0175282,0.0146814,0.0305408,0.0393921,0.228137,0.164106,0.304598,0.346726
22,4.61555,0.00,0.00,0.0247898,0.0552179,0.0484962,0.0573515,0.0420645,0.0915201,0.0810106,0.0933721,0.0804173,0.170155,0.152059,0.169919,0.00,0.00,0.00,0.00,0.855029,4.12239,2.49817,2.87823,1.15365,3.96913,2.73066,3.20716,0.429393,1.76308,1.14434,1.34945,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.709703,1.72262,1.43885,1.70562,0.669,1.4368,1.22797,1.25747,0.329709,0.748221,0.646257,0.739188,0.00038452,0.00096452,0.000810307,0.00112791,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.278449,0.178438,0.31774,0.324093,0.146438,0.121918,0.25642,0.3243,0.0830302,0.067427,0.14315,0.180164,0.00,0.00,0.00,0.00,4.64391,3.77081,8.00583,10.0758,1.19484,0.889297,1.76791,2.08646,0.521017,0.391448,0.788144,0.939443,1.59568,1.15546,2.18194,2.47679,0.00,0.00,0.00,0.00,0.725898,0.479989,0.878937,0.932257,0.10465,0.0849661,0.180397,0.227038,0.204114,0.132478,0.237356,0.244375,0.00852507,0.00691732,0.0146874,0.0184912,0.17483,0.114544,0.203927,0.210182
23,5.11391,0.00,0.00,0.00707362,0.0167394,0.0147298,0.0173489,0.0118515,0.0275136,0.0243839,0.0280227,0.0225861,0.0509609,0.0456506,0.0507767,0.00,0.00,0.00,0.00,0.251959,1.19063,0.734772,0.835053,0.343927,1.16903,0.816554,0.947101,0.126357,0.503692,0.336373,0.393443,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.213469,0.543763,0.456705,0.538551,0.200508,0.455536,0.3872,0.388312,0.0986478,0.236596,0.205709,0.23467,0.000177373,0.000464261,0.000389786,0.000539859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0380743,0.029044,0.0549607,0.0630177,0.0330469,0.029384,0.0609636,0.0772264,0.020981,0.0186319,0.0386784,0.0489779,0.00,0.00,0.00,0.00,1.17523,1.04352,2.16636,2.74326,0.233023,0.198142,0.401075,0.495496,0.107035,0.0919251,0.186888,0.231968,0.221609,0.178835,0.350251,0.418597,0.00,0.00,0.00,0.00,0.109767,0.0865095,0.167373,0.196854,0.0265214,0.0235464,0.0488843,0.0619025,0.0288334,0.0221862,0.0421189,0.0485284,0.00219829,0.00194951,0.00404728,0.00512882,0.0236659,0.0184136,0.0352754,0.0410549
24,5.24773,0.00,0.00,0.04027,0.0940699,0.0824305,0.0979453,0.0722739,0.165164,0.145833,0.168897,0.138832,0.308723,0.275277,0.308737,0.00,0.00,0.00,0.00,2.76801,21.9573,11.6767,13.2851,2.73271,15.1453,8.86056,10.2234,1.22123,8.31556,4.62469,5.33319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.3136,3.96294,3.02759,3.57895,1.25776,3.28218,2.58406,2.66225,0.623115,1.67033,1.35361,1.55241,0.000946166,0.00249283,0.00208521,0.00288888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.495814,0.367525,0.676625,0.778598,0.389969,0.345149,0.705565,0.913532,0.246277,0.217548,0.444981,0.576052,0.00,0.00,0.00,0.00,13.786,12.1761,24.9068,32.2429,2.84376,2.37965,4.72036,5.9232,1.3066,1.1072,2.20838,2.78963,2.81116,2.22003,4.24687,5.12483,0.00,0.00,0.00,0.00,1.39851,1.07332,2.02338,2.39599,0.310916,0.274569,0.561675,0.727104,0.37666,0.281547,0.519853,0.601047,0.0257392,0.0227109,0.0464608,0.0601655,0.304007,0.230078,0.428962,0.501511
25,4.51419,0.00,0.00,1.34198,0.86091,0.745255,0.517604,2.15278,1.38315,1.19807,0.831016,3.42344,2.22299,1.92844,1.34534,0.00,0.00,0.00,0.00,1.01591,3.75204,2.54965,2.99451,1.56696,4.61482,3.47528,4.17949,0.557141,1.85497,1.3337,1.61257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03202,2.46846,2.10429,2.52675,0.926089,1.96472,1.72213,1.7795,3.75745,3.03187,2.62939,2.16886,0.000576998,0.00148799,0.00124564,0.00172958,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.4605,2.56376,10.9078,5.95799,8.01032,0.961771,3.89476,2.30645,3.12203,0.392203,1.54897,0.946997,0.00,0.00,0.00,0.00,13.1073,5.27473,12.8594,13.8138,1.26741,0.99896,1.98269,2.43132,0.5559,0.439592,0.880531,1.08669,1.7051,1.34281,2.56901,3.08271,0.00,0.00,0.00,0.00,3.73082,0.787988,2.27232,1.72568,0.120323,0.100763,0.209752,0.268744,0.186654,0.128477,0.232585,0.254668,0.00974359,0.00815482,0.0169762,0.0217559,0.172407,0.119226,0.211819,0.228143
26,5.15771,0.00,0.00,0.0436424,0.097785,0.0862429,0.10107,0.0762047,0.166904,0.14834,0.169563,0.14906,0.317502,0.285007,0.315476,0.00,0.00,0.00,0.00,2.88304,21.5137,11.5109,13.1635,2.89419,15.444,9.01993,10.3962,1.27645,8.43363,4.68172,5.41683,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39365,3.99947,3.0826,3.6089,1.43212,3.54338,2.8145,2.87622,0.660158,1.69046,1.38082,1.56798,0.000868804,0.00225373,0.0018892,0.00260809,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.411582,0.311042,0.590293,0.705881,0.741966,0.682546,1.37463,1.79105,0.248167,0.212974,0.436517,0.567543,0.00,0.00,0.00,0.00,13.8771,11.9077,24.4075,31.7336,3.46397,2.99426,5.99271,7.68252,1.27574,1.06743,2.15216,2.75471,7.63412,7.06385,13.938,17.9404,0.00,0.00,0.00,0.00,1.20378,0.935981,1.81033,2.21236,0.312653,0.268253,0.54987,0.714913,0.315004,0.239934,0.456729,0.548693,0.0257387,0.0220725,0.0452453,0.0588357,0.561174,0.401264,0.676071,0.707723
27,4.61365,0.00,0.00,0.0106424,0.0240064,0.021006,0.0250722,0.0173604,0.0383238,0.0337802,0.0393791,0.0332331,0.0711979,0.063405,0.0715458,0.00,0.00,0.00,0.00,0.340303,1.49186,0.928208,1.07507,0.481265,1.57623,1.09823,1.29794,0.171892,0.665029,0.440139,0.524105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.301846,0.729592,0.611732,0.731942,0.285495,0.612737,0.52139,0.533677,0.136978,0.311848,0.269825,0.312026,0.000168581,0.000427215,0.000358843,0.000494339,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0857692,0.0603718,0.11022,0.124873,0.0870113,0.0768857,0.156335,0.202879,0.0393512,0.0330634,0.0680952,0.0881123,0.00,0.00,0.00,0.00,2.20203,1.85,3.81027,4.93035,0.520439,0.423631,0.840925,1.05559,0.214385,0.172235,0.344381,0.432971,0.838554,0.71508,1.38874,1.73728,0.00,0.00,0.00,0.00,0.238299,0.173354,0.324669,0.379397,0.0496461,0.0417056,0.0858999,0.111152,0.0648221,0.0460521,0.0843725,0.0961588,0.0040265,0.00338105,0.00696357,0.00901224,0.0741885,0.052225,0.0908555,0.0979394
28,5.04205,0.00,0.00,0.0347545,0.0792026,0.0695423,0.0826702,0.0590057,0.131624,0.116426,0.13517,0.113737,0.246282,0.220155,0.247309,0.00,0.00,0.00,0.00,1.11804,4.55924,2.9389,3.39161,1.60524,4.97335,3.58716,4.23531,0.582777,2.0813,1.43651,1.71019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03251,2.49001,2.10966,2.51543,1.00447,2.15274,1.85677,1.89124,0.485721,1.10737,0.966414,1.11282,0.000762486,0.00198147,0.00166278,0.00228724,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.183892,0.136861,0.254517,0.298183,0.395392,0.372057,0.7451,0.971291,0.0984424,0.0854764,0.174614,0.226991,0.00,0.00,0.00,0.00,5.50215,4.77697,9.75901,12.6864,1.63831,1.44214,2.86435,3.66628,0.526099,0.441108,0.882019,1.12266,4.59743,4.32799,8.52456,10.9956,0.00,0.00,0.00,0.00,0.524228,0.402732,0.765308,0.919918,0.123909,0.107568,0.219763,0.285687,0.141736,0.106135,0.197778,0.232554,0.0101658,0.00882119,0.0180218,0.0234306,0.3221,0.225773,0.365718,0.363174
29,5.00845,0.00,0.00,0.0233025,0.0562032,0.0484417,0.0599318,0.0382912,0.0906764,0.0786473,0.0952967,0.0709888,0.163243,0.143087,0.168025,0.00,0.00,0.00,0.00,0.744461,3.0742,1.97692,2.34097,1.10774,3.52323,2.52318,3.07021,0.401087,1.45056,1.00078,1.22516,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.695923,1.76645,1.47278,1.82391,0.576072,1.30629,1.09716,1.15264,0.311192,0.751579,0.643974,0.773792,0.000480658,0.00128119,0.001068,0.00147619,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.115479,0.0874366,0.161667,0.189914,0.135983,0.124553,0.250924,0.327249,0.0619377,0.054927,0.111517,0.145364,0.00,0.00,0.00,0.00,3.46489,3.07232,6.23797,8.13125,0.781438,0.673205,1.33164,1.69603,0.325937,0.278925,0.554205,0.707403,1.22917,1.09051,2.12451,2.69156,0.00,0.00,0.00,0.00,0.330046,0.258249,0.488021,0.588362,0.0780957,0.0692391,0.140589,0.183258,0.088583,0.067529,0.125117,0.147529,0.00638827,0.00566103,0.0114957,0.0149855,0.109592,0.0806817,0.14037,0.15403
30,5.6007,0.00,0.00,0.030375,0.0702144,0.0613249,0.0718289,0.0582621,0.132055,0.116136,0.133182,0.114404,0.251077,0.223397,0.247704,0.00,0.00,0.00,0.00,2.34823,18.1376,9.52991,10.7607,2.47003,14.0784,7.9051,8.95023,1.14302,7.99456,4.33788,4.95594,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04426,3.15247,2.37151,2.76453,1.1442,3.01297,2.26861,2.28136,0.518649,1.39122,1.11704,1.26645,0.000758224,0.00191405,0.00162517,0.00223357,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.456296,0.344086,0.616234,0.699461,0.32704,0.292623,0.594598,0.769578,0.208138,0.186061,0.378163,0.489409,0.00,0.00,0.00,0.00,11.6345,10.4005,21.139,27.3576,2.42488,2.05906,4.0413,5.06176,1.14778,0.983047,1.94082,2.44507,2.47354,1.96772,3.67515,4.37713,0.00,0.00,0.00,0.00,1.26352,0.98311,1.80752,2.1143,0.262039,0.234246,0.476109,0.616171,0.338142,0.258,0.465696,0.533981,0.0216843,0.0193351,0.0393282,0.0509057,0.273128,0.20986,0.381663,0.440986
